loan_id,customer_id,institution_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_status,start_date,end_date
LOAN001285,CUS009797,INS000004,Home,158661.57,80923.35,17.798,Active,2026-04-04,2030-04-04
LOAN001286,CUS003627,INS000003,Education,900153.55,598280.59,15.226,Closed,2026-03-11,2030-03-11
LOAN001287,CUS004613,INS000001,Personal,50000.0,46730.16,15.427,Closed,2023-12-13,2024-12-13
LOAN001288,CUS007111,INS000001,Auto,725004.64,513006.98,9.96,Active,2023-05-12,2027-05-12
LOAN001289,CUS003306,INS000003,Personal,70788.52,11778.9,15.291,Closed,2026-04-21,2027-04-21
LOAN001290,CUS000039,INS000001,Education,153750.61,32513.49,8.341,Closed,2023-10-29,2026-10-29
LOAN001291,CUS007953,INS000001,Education,99369.31,36064.21,10.201,Defaulted,2021-12-18,2025-12-18
LOAN001292,CUS002861,INS000004,Personal,776660.13,737811.82,7.952,Active,2024-06-10,2026-06-10
LOAN001293,CUS000884,INS000003,Personal,56843.64,43143.09,10.817,Active,2025-03-31,2029-03-31
LOAN001294,CUS006486,INS000004,Auto,148967.5,9924.88,8.644,Active,2026-07-22,2027-07-22
LOAN001295,CUS007075,INS000004,Education,50000.0,43105.53,9.189,Active,2023-09-18,2027-09-18
LOAN001296,CUS000660,INS000003,Personal,434012.01,254885.02,12.656,Active,2022-06-07,2027-06-07
LOAN001297,CUS000041,INS000004,Home,392058.96,349230.85,9.889,Active,2024-03-07,2028-03-07
LOAN001298,CUS001833,INS000002,Home,67229.48,12429.05,8.893,Active,2023-06-18,2026-06-18
LOAN001299,CUS000277,INS000005,Personal,224603.17,199713.17,8.528,Active,2024-08-29,2027-08-29
LOAN001300,CUS002711,INS000004,Education,169553.99,87221.8,10.661,Active,2023-04-17,2025-04-17
LOAN001301,CUS009222,INS000003,Education,581760.01,524345.53,8.059,Active,2022-01-07,2027-01-07
LOAN001302,CUS003999,INS000001,Auto,179677.37,108762.82,11.578,Active,2025-11-26,2027-11-26
LOAN001303,CUS007586,INS000004,Personal,184751.94,23393.08,12.057,Active,2023-08-24,2024-08-24
LOAN001304,CUS002539,INS000004,Home,186092.15,166505.41,10.221,Active,2024-06-18,2025-06-18
LOAN001305,CUS009563,INS000005,Home,101496.47,11350.46,11.734,Active,2024-09-04,2029-09-04
LOAN001306,CUS003581,INS000005,Personal,305815.84,246197.66,8.365,Closed,2022-12-12,2026-12-12
LOAN001307,CUS000033,INS000004,Auto,189280.87,67520.8,8.76,Active,2025-07-27,2029-07-27
LOAN001308,CUS003800,INS000002,Home,167872.77,36006.08,14.343,Defaulted,2023-03-31,2025-03-31
LOAN001309,CUS002735,INS000004,Home,134805.74,90478.89,9.284,Active,2021-09-24,2026-09-24
LOAN001310,CUS000638,INS000005,Personal,183887.87,168774.04,9.557,Active,2026-01-27,2028-01-27
LOAN001311,CUS007886,INS000005,Education,50000.0,4223.99,15.427,Active,2025-10-16,2030-10-16
LOAN001312,CUS004476,INS000002,Personal,97207.4,81372.5,10.906,Active,2023-09-05,2024-09-05
LOAN001313,CUS006623,INS000005,Personal,478839.63,395747.11,12.655,Active,2024-12-05,2029-12-05
LOAN001314,CUS001032,INS000002,Auto,50000.0,9606.79,17.681,Active,2024-04-16,2025-04-16
LOAN001315,CUS002127,INS000003,Personal,56033.42,38306.24,12.785,Active,2023-10-11,2025-10-11
LOAN001316,CUS005539,INS000003,Personal,50000.0,24169.42,11.631,Active,2023-01-06,2025-01-06
LOAN001317,CUS000723,INS000002,Personal,344423.32,246317.21,11.907,Active,2025-03-01,2026-03-01
LOAN001318,CUS007068,INS000003,Auto,199921.18,47655.43,13.416,Active,2026-07-13,2029-07-13
LOAN001319,CUS007109,INS000001,Personal,110782.47,37924.98,14.884,Active,2021-08-31,2023-08-31
LOAN001320,CUS008769,INS000005,Auto,91369.48,31160.93,14.437,Active,2024-04-09,2025-04-09
LOAN001321,CUS008609,INS000005,Home,156304.29,94303.27,14.385,Closed,2023-12-11,2024-12-11
LOAN001322,CUS004154,INS000002,Education,383030.69,157515.74,10.936,Active,2024-05-11,2025-05-11
LOAN001323,CUS004509,INS000002,Education,172070.79,152700.48,17.815,Active,2023-09-02,2024-09-02
LOAN001324,CUS006391,INS000005,Home,247284.55,182209.61,10.841,Active,2025-08-05,2029-08-05
LOAN001325,CUS006369,INS000002,Education,229082.09,131504.84,12.219,Active,2025-03-12,2028-03-12
LOAN001326,CUS008300,INS000001,Personal,474384.92,240663.41,8.055,Active,2022-11-09,2026-11-09
LOAN001327,CUS007288,INS000005,Personal,253164.85,52610.15,17.822,Active,2023-11-05,2027-11-05
LOAN001328,CUS004458,INS000004,Home,279416.18,109319.16,13.923,Active,2024-12-24,2026-12-24
LOAN001329,CUS004398,INS000004,Education,201543.44,62864.76,11.557,Active,2022-08-11,2027-08-11
LOAN001330,CUS006576,INS000001,Home,56456.88,46471.87,16.1,Active,2023-09-15,2027-09-15
LOAN001331,CUS007486,INS000001,Personal,57858.14,6091.28,8.061,Active,2024-10-20,2029-10-20
LOAN001332,CUS005775,INS000003,Auto,249646.13,162788.35,16.247,Defaulted,2021-10-21,2023-10-21
LOAN001333,CUS002407,INS000001,Auto,218335.4,105998.5,9.858,Active,2026-01-15,2031-01-15
LOAN001334,CUS008495,INS000004,Personal,296410.89,58015.1,15.657,Active,2026-07-28,2028-07-28
LOAN001335,CUS001111,INS000001,Auto,111117.4,20201.71,11.904,Defaulted,2026-05-22,2031-05-22
LOAN001336,CUS000914,INS000001,Auto,281890.09,48431.33,15.969,Active,2022-11-14,2026-11-14
LOAN001337,CUS007333,INS000001,Personal,77686.65,53935.25,8.342,Active,2022-03-10,2024-03-10
LOAN001338,CUS002460,INS000002,Personal,54349.38,1230.93,10.79,Active,2026-04-14,2027-04-14
LOAN001339,CUS000518,INS000005,Home,318342.78,230417.26,12.718,Active,2024-02-19,2028-02-19
LOAN001340,CUS007442,INS000004,Education,75329.43,5656.6,12.409,Active,2022-11-28,2027-11-28
LOAN001341,CUS005477,INS000002,Auto,2727070.1,29159.62,11.133,Active,2024-04-18,2027-04-18
LOAN001342,CUS003361,INS000005,Personal,465867.29,172717.37,10.755,Active,2023-05-10,2027-05-10
LOAN001343,CUS006647,INS000004,Personal,50000.0,1441.48,11.244,Active,2022-05-29,2025-05-29
LOAN001344,CUS005351,INS000002,Personal,159545.44,148095.72,8.857,Closed,2023-05-01,2028-05-01
LOAN001345,CUS006996,INS000003,Auto,263662.03,134831.03,13.765,Active,2025-09-24,2027-09-24
LOAN001346,CUS000092,INS000001,Personal,297133.37,43902.52,8.38,Defaulted,2024-06-29,2026-06-29
LOAN001347,CUS009349,INS000005,Personal,129301.56,112629.0,15.909,Active,2023-09-30,2028-09-30
LOAN001348,CUS004393,INS000004,Auto,355513.91,205520.27,14.883,Active,2021-09-08,2023-09-08
LOAN001349,CUS009661,INS000003,Personal,172844.54,43148.82,10.755,Closed,2026-01-05,2028-01-05
LOAN001350,CUS008434,INS000005,Auto,76548.01,3720.03,8.734,Active,2023-12-03,2024-12-03
LOAN001351,CUS004587,INS000001,Personal,235946.01,203665.33,15.25,Active,2023-07-11,2025-07-11
LOAN001352,CUS006929,INS000002,Personal,292896.96,277173.28,17.539,Active,2025-05-10,2026-05-10
LOAN001353,CUS007800,INS000004,Home,127578.28,101424.5,14.69,Active,2023-06-18,2026-06-18
LOAN001354,CUS001906,INS000005,Home,124618.5,104665.87,9.244,Active,2023-06-04,2024-06-04
LOAN001355,CUS009380,INS000001,Home,152366.33,100857.09,9.634,Active,2024-01-31,2026-01-31
LOAN001356,CUS005733,INS000003,Auto,232788.16,16898.07,12.497,Active,2023-01-24,2025-01-24
LOAN001357,CUS005867,INS000004,Auto,75811.66,41321.17,14.973,Active,2026-04-23,2030-04-23
LOAN001358,CUS008646,INS000003,Education,238607.89,106571.21,11.961,Active,2024-05-09,2029-05-09
LOAN001359,CUS007272,INS000001,Personal,50964.23,18733.4,16.062,Active,2022-02-04,2023-02-04
LOAN001360,CUS003809,INS000003,Auto,254126.06,90507.07,8.128,Active,2023-07-31,2024-07-31
LOAN001361,CUS004873,INS000004,Personal,167563.93,15003.69,13.78,Closed,2024-08-28,2026-08-28
LOAN001362,CUS003420,INS000002,Personal,214188.8,76591.68,17.981,Closed,2026-02-13,2031-02-13
LOAN001363,CUS003937,INS000003,Personal,404587.49,179238.21,11.188,Closed,2026-07-15,2027-07-15
LOAN001364,CUS001654,INS000004,Home,50417.06,33680.39,11.538,Active,2026-07-13,2028-07-13
LOAN001365,CUS000040,INS000002,Auto,69212.07,55143.97,7.593,Active,2024-07-24,2029-07-24
LOAN001366,CUS005459,INS000004,Personal,1091140.3,490254.54,16.695,Active,2025-05-25,2027-05-25
LOAN001367,CUS007805,INS000002,Auto,139185.28,50186.3,9.506,Active,2024-12-19,2025-12-19
LOAN001368,CUS001094,INS000002,Personal,138541.36,20931.72,13.229,Closed,2021-09-17,2022-09-17
LOAN001369,CUS000900,INS000003,Personal,216989.22,99746.62,13.976,Active,2024-06-24,2027-06-24
LOAN001370,CUS002893,INS000001,Personal,194591.27,52544.93,10.68,Active,2024-06-20,2025-06-20
LOAN001371,CUS002878,INS000004,Education,99699.65,43481.48,14.142,Closed,2022-05-05,2023-05-05
LOAN001372,CUS003984,INS000002,Home,311681.6,211224.05,9.819,Closed,2026-01-29,2031-01-29
LOAN001373,CUS003969,INS000003,Personal,145474.66,126399.34,11.612,Active,2023-09-21,2024-09-21
LOAN001374,CUS004562,INS000005,Personal,233595.48,208049.66,11.498,Active,2023-12-25,2028-12-25
LOAN001375,CUS004885,INS000004,Auto,80155.44,11604.51,15.289,Active,2024-08-14,2025-08-14
LOAN001376,CUS002765,INS000004,Personal,253062.28,15688.97,7.94,Active,2024-04-14,2026-04-14
LOAN001377,CUS008944,INS000001,Personal,141432.59,9991.52,11.226,Defaulted,2022-02-13,2027-02-13
LOAN001378,CUS001041,INS000003,Personal,258102.45,235898.27,13.228,Active,2023-06-27,2025-06-27
LOAN001379,CUS006648,INS000002,Home,172842.68,106021.5,10.606,Active,2022-06-23,2025-06-23
LOAN001380,CUS009962,INS000003,Personal,298869.81,177404.32,9.868,Active,2023-11-16,2025-11-16
LOAN001381,CUS000555,INS000005,Home,131559.18,122760.28,13.974,Closed,2023-03-06,2024-03-06
LOAN001382,CUS004283,INS000005,Home,769608.3,25385.7,15.032,Active,2024-02-19,2025-02-19
LOAN001383,CUS002759,INS000004,Home,313268.44,49617.44,15.281,Active,2025-05-03,2027-05-03
LOAN001384,CUS002192,INS000004,Auto,200902.71,31581.85,16.304,Active,2023-08-12,2028-08-12
LOAN001385,CUS003990,INS000001,Home,219773.86,52469.53,17.169,Active,2021-11-23,2023-11-23
LOAN001386,CUS002097,INS000001,Personal,50000.0,163.1,8.808,Closed,2024-02-06,2026-02-06
LOAN001387,CUS000447,INS000003,Education,337757.64,247379.02,7.705,Closed,2022-11-20,2026-11-20
LOAN001388,CUS000404,INS000005,Home,175168.06,131045.67,9.036,Active,2023-09-02,2026-09-02
LOAN001389,CUS001562,INS000002,Personal,82982.21,42256.87,10.673,Closed,2025-04-30,2030-04-30
LOAN001390,CUS005266,INS000004,Personal,111234.88,43848.15,15.742,Active,2025-08-08,2027-08-08
LOAN001391,CUS002573,INS000001,Auto,125683.08,74147.07,17.182,Closed,2022-11-09,2026-11-09
LOAN001392,CUS009738,INS000002,Personal,165339.98,11440.3,8.179,Active,2023-01-30,2028-01-30
LOAN001393,CUS004409,INS000005,Personal,175009.68,14033.04,8.309,Active,2022-12-01,2025-12-01
LOAN001394,CUS007418,INS000005,Personal,94205.36,71716.83,7.617,Active,2024-10-15,2029-10-15
LOAN001395,CUS006211,INS000004,Home,159196.26,140887.98,13.026,Closed,2022-11-17,2026-11-17
LOAN001396,CUS006327,INS000004,Personal,239950.32,9208.25,10.455,Active,2026-07-15,2031-07-15
LOAN001397,CUS004094,INS000001,Personal,471975.77,118900.69,14.054,Active,2025-03-21,2027-03-21
LOAN001398,CUS007309,INS000002,Education,273474.1,237950.73,14.835,Active,2021-08-12,2022-08-12
LOAN001399,CUS000059,INS000004,Personal,244195.03,220075.35,10.771,Active,2026-04-15,2030-04-15
LOAN001400,CUS002244,INS000005,Personal,196704.37,68648.32,16.858,Active,2024-07-10,2026-07-10
LOAN001401,CUS008539,INS000003,Personal,121835.38,46188.68,17.663,Closed,2021-11-30,2026-11-30
LOAN001402,CUS005182,INS000003,Personal,134542.83,32909.62,12.483,Active,2023-04-16,2026-04-16
LOAN001403,CUS005385,INS000003,Personal,55877.14,22432.3,16.743,Active,2022-07-13,2025-07-13
LOAN001404,CUS000948,INS000004,Auto,176143.33,41359.88,10.708,Active,2026-07-17,2028-07-17
LOAN001405,CUS004219,INS000001,Auto,364820.32,39996.42,11.178,Active,2021-11-15,2025-11-15
LOAN001406,CUS005995,INS000002,Personal,360711.41,199488.31,8.721,Closed,2021-12-20,2022-12-20
LOAN001407,CUS003115,INS000005,Education,158470.35,98780.92,12.19,Active,2024-08-16,2026-08-16
LOAN001408,CUS009357,INS000003,Personal,83215.17,64836.57,9.568,Active,2025-04-07,2028-04-07
LOAN001409,CUS002554,INS000002,Personal,280081.42,151331.88,8.654,Active,2024-04-08,2026-04-08
LOAN001410,CUS005852,INS000005,Auto,379537.79,133388.16,8.619,Closed,2022-12-03,2025-12-03
LOAN001411,CUS005017,INS000004,Personal,546795.75,244780.83,16.018,Active,2024-04-19,2027-04-19
LOAN001412,CUS006485,INS000001,Personal,51776.4,12712.96,16.838,Closed,2023-09-30,2026-09-30
LOAN001413,CUS009348,INS000005,Personal,271816.47,210728.76,17.567,Active,2025-11-10,2029-11-10
LOAN001414,CUS004245,INS000005,Personal,443268.44,67074.74,10.576,Closed,2021-10-08,2026-10-08
LOAN001415,CUS008834,INS000003,Home,50000.0,37977.15,16.659,Active,2023-04-05,2028-04-05
LOAN001416,CUS003642,INS000003,Home,121186.08,3613.42,12.519,Active,2022-01-22,2027-01-22
LOAN001417,CUS006285,INS000004,Auto,97517.22,16717.93,16.178,Closed,2021-10-12,2022-10-12
LOAN001418,CUS008024,INS000002,Home,365801.96,29549.02,14.46,Defaulted,2026-05-08,2029-05-08
LOAN001419,CUS008317,INS000004,Personal,373548.78,78687.88,14.502,Closed,2022-11-27,2026-11-27
LOAN001420,CUS009854,INS000002,Personal,383752.3,354812.53,12.096,Closed,2023-12-05,2025-12-05
LOAN001421,CUS009687,INS000005,Personal,585548.01,13142.94,7.616,Active,2023-08-22,2024-08-22
LOAN001422,CUS003230,INS000005,Home,184224.39,83888.87,16.806,Active,2022-07-25,2026-07-25
LOAN001423,CUS000176,INS000002,Auto,50000.0,24802.4,10.287,Active,2022-11-22,2026-11-22
LOAN001424,CUS001091,INS000005,Personal,204383.57,95171.94,12.353,Active,2026-05-24,2029-05-24
LOAN001425,CUS000503,INS000005,Personal,128511.81,62158.11,17.817,Active,2025-05-10,2029-05-10
LOAN001426,CUS001870,INS000001,Auto,494606.75,377033.16,15.539,Active,2022-09-17,2024-09-17
LOAN001427,CUS009841,INS000002,Auto,212906.39,118033.33,8.306,Closed,2024-04-23,2029-04-23
LOAN001428,CUS003091,INS000005,Auto,328134.3,186363.81,17.956,Active,2024-04-03,2028-04-03
LOAN001429,CUS007597,INS000004,Auto,126565.54,61349.64,17.807,Closed,2024-01-25,2027-01-25
LOAN001430,CUS000462,INS000002,Personal,110291.23,3887.61,14.472,Active,2025-06-13,2027-06-13
LOAN001431,CUS009252,INS000005,Personal,50000.0,13030.78,15.377,Active,2022-07-08,2025-07-08
LOAN001432,CUS006188,INS000002,Auto,51527.35,12474.88,11.952,Active,2023-03-01,2027-03-01
LOAN001433,CUS006173,INS000002,Home,315832.29,68853.94,16.048,Closed,2022-01-01,2027-01-01
LOAN001434,CUS009401,INS000003,Home,137366.09,30944.1,9.899,Closed,2025-10-08,2027-10-08
LOAN001435,CUS002290,INS000003,Education,80338.09,2299.59,10.77,Active,2025-01-14,2027-01-14
LOAN001436,CUS005946,INS000001,Education,151851.32,4570.63,15.001,Active,2021-09-21,2023-09-21
LOAN001437,CUS007317,INS000003,Education,104393.52,98903.23,8.099,Active,2025-08-07,2028-08-07
LOAN001438,CUS003948,INS000001,Personal,50000.0,28031.5,7.974,Closed,2022-04-07,2024-04-07
LOAN001439,CUS003000,INS000004,Home,61040.98,28698.51,17.56,Active,2025-09-03,2030-09-03
LOAN001440,CUS003340,INS000005,Personal,91969.85,18696.08,8.306,Active,2025-04-11,2029-04-11
LOAN001441,CUS005638,INS000005,Personal,343025.62,321857.13,15.114,Active,2023-05-06,2025-05-06
LOAN001442,CUS005379,INS000003,Personal,139588.76,13379.97,8.428,Closed,2022-01-29,2025-01-29
LOAN001443,CUS007547,INS000001,Home,50000.0,38077.83,10.357,Active,2024-07-23,2029-07-23
LOAN001444,CUS003880,INS000005,Home,70544.81,58289.29,13.104,Active,2025-02-09,2028-02-09
LOAN001445,CUS005552,INS000005,Home,681965.81,381499.01,15.237,Active,2025-11-02,2027-11-02
LOAN001446,CUS002180,INS000003,Personal,83842.35,40538.64,11.247,Active,2023-11-29,2026-11-29
LOAN001447,CUS006746,INS000005,Personal,675115.22,315045.29,11.748,Active,2023-01-21,2028-01-21
LOAN001448,CUS000239,INS000005,Personal,109573.79,87543.16,8.091,Active,2024-08-14,2029-08-14
LOAN001449,CUS007295,INS000002,Personal,50000.0,45682.08,16.443,Active,2025-03-13,2027-03-13
LOAN001450,CUS001744,INS000001,Home,109384.77,101184.16,14.414,Closed,2023-07-05,2024-07-05
LOAN001451,CUS005942,INS000001,Education,659731.14,12017.78,8.486,Active,2022-02-28,2027-02-28
LOAN001452,CUS008329,INS000002,Personal,93846.81,86044.67,9.261,Closed,2021-08-09,2022-08-09
LOAN001453,CUS008047,INS000002,Education,181615.85,140513.37,10.347,Active,2021-11-15,2023-11-15
LOAN001454,CUS002805,INS000001,Home,110847.8,17079.81,7.706,Active,2021-10-23,2025-10-23
LOAN001455,CUS001918,INS000003,Education,1229397.23,329909.96,10.243,Active,2023-11-28,2024-11-28
LOAN001456,CUS009705,INS000002,Personal,138397.35,104998.98,17.253,Active,2025-08-04,2027-08-04
LOAN001457,CUS003728,INS000003,Home,65100.8,10340.65,11.459,Active,2025-10-16,2030-10-16
LOAN001458,CUS007132,INS000001,Auto,188834.38,64587.44,12.622,Active,2023-12-28,2024-12-28
LOAN001459,CUS005763,INS000004,Home,216428.54,59521.52,16.804,Closed,2023-10-24,2026-10-24
LOAN001460,CUS005704,INS000005,Personal,170131.63,28915.67,10.935,Active,2023-03-15,2028-03-15
LOAN001461,CUS002536,INS000005,Personal,215135.99,120843.99,15.825,Active,2022-04-14,2026-04-14
LOAN001462,CUS007883,INS000002,Personal,103632.43,36490.99,8.535,Defaulted,2025-05-11,2028-05-11
LOAN001463,CUS008826,INS000003,Auto,107824.57,3315.47,9.589,Active,2023-05-25,2027-05-25
LOAN001464,CUS005498,INS000003,Auto,286513.8,114709.19,8.353,Active,2026-04-07,2027-04-07
LOAN001465,CUS007689,INS000003,Auto,92198.57,77068.26,15.136,Closed,2025-05-06,2026-05-06
LOAN001466,CUS007988,INS000005,Personal,66912.71,43091.98,8.102,Active,2022-12-28,2027-12-28
LOAN001467,CUS008044,INS000004,Home,156300.35,16820.89,11.754,Defaulted,2023-01-21,2028-01-21
LOAN001468,CUS008338,INS000001,Personal,226043.74,128128.31,16.663,Closed,2022-12-21,2024-12-21
LOAN001469,CUS006324,INS000004,Home,105044.28,685.57,13.353,Active,2023-06-23,2024-06-23
LOAN001470,CUS005874,INS000005,Home,242040.96,3288.53,13.562,Active,2025-06-28,2027-06-28
LOAN001471,CUS001577,INS000002,Personal,141133.96,15655.32,8.512,Active,2021-09-10,2024-09-10
LOAN001472,CUS006790,INS000002,Auto,90030.62,67480.94,10.537,Active,2026-06-22,2027-06-22
LOAN001473,CUS004994,INS000005,Education,615746.34,132854.79,9.211,Active,2024-12-13,2029-12-13
LOAN001474,CUS006864,INS000004,Home,277287.04,116632.08,12.702,Active,2024-09-25,2026-09-25
LOAN001475,CUS006243,INS000004,Home,128708.82,14254.79,15.354,Active,2022-03-10,2025-03-10
LOAN001476,CUS009210,INS000003,Personal,203339.88,148330.73,9.992,Active,2025-04-06,2026-04-06
LOAN001477,CUS006170,INS000002,Education,260190.85,222185.8,16.314,Active,2025-01-26,2029-01-26
LOAN001478,CUS009987,INS000004,Auto,285385.27,238026.4,10.49,Closed,2024-09-23,2028-09-23
LOAN001479,CUS005306,INS000004,Home,377246.28,84231.48,12.304,Active,2022-04-07,2026-04-07
LOAN001480,CUS000598,INS000005,Personal,175243.05,40078.1,7.716,Active,2026-03-20,2028-03-20
LOAN001481,CUS009469,INS000005,Education,55224.7,51434.61,9.069,Active,2022-11-23,2024-11-23
LOAN001482,CUS009058,INS000001,Home,366917.44,258675.84,16.644,Active,2026-07-25,2030-07-25
LOAN001483,CUS004181,INS000001,Personal,383581.09,11067.32,12.013,Active,2024-11-15,2025-11-15
LOAN001484,CUS007348,INS000005,Home,50000.0,23856.43,7.86,Closed,2023-07-02,2024-07-02
LOAN001485,CUS002426,INS000005,Personal,82554.51,49548.54,13.387,Closed,2025-05-06,2029-05-06
LOAN001486,CUS007534,INS000005,Auto,340637.03,63193.13,10.288,Active,2026-03-22,2031-03-22
LOAN001487,CUS009507,INS000002,Home,808164.14,209806.37,14.594,Active,2023-12-12,2026-12-12
LOAN001488,CUS000878,INS000002,Education,571687.09,527346.44,10.492,Active,2022-10-12,2027-10-12
LOAN001489,CUS001852,INS000001,Auto,228661.67,180800.03,14.873,Active,2022-11-20,2027-11-20
LOAN001490,CUS009576,INS000001,Home,573537.79,6359.3,13.046,Active,2025-01-29,2029-01-29
LOAN001491,CUS004394,INS000002,Auto,1040294.02,569981.43,8.541,Active,2026-04-18,2031-04-18
LOAN001492,CUS003042,INS000002,Personal,1686258.69,654778.16,10.106,Closed,2026-07-25,2031-07-25
LOAN001493,CUS007479,INS000002,Personal,69603.57,36403.15,16.061,Closed,2021-12-18,2025-12-18
LOAN001494,CUS003897,INS000001,Auto,1497445.5,1113841.64,13.4,Active,2024-06-23,2025-06-23
LOAN001495,CUS008390,INS000003,Personal,54299.12,3643.41,12.998,Active,2021-12-19,2023-12-19
LOAN001496,CUS000008,INS000003,Personal,60078.3,42020.36,8.528,Active,2025-08-29,2029-08-29
LOAN001497,CUS004538,INS000005,Personal,178867.65,129887.05,14.321,Closed,2021-10-25,2023-10-25
LOAN001498,CUS003425,INS000003,Personal,126358.15,74438.44,14.4,Defaulted,2025-06-21,2027-06-21
LOAN001499,CUS001265,INS000001,Auto,217628.63,69379.21,15.737,Active,2022-08-03,2027-08-03
LOAN001500,CUS000034,INS000001,Personal,241414.77,106206.51,11.853,Active,2024-11-09,2025-11-09
LOAN001501,CUS009924,INS000003,Personal,351132.62,152752.78,16.031,Active,2022-08-20,2027-08-20
LOAN001502,CUS006689,INS000001,Home,300172.96,49385.78,12.834,Active,2021-09-09,2025-09-09
LOAN001503,CUS003293,INS000002,Personal,88191.3,29739.62,14.65,Active,2024-02-25,2028-02-25
LOAN001504,CUS003875,INS000004,Auto,845973.92,539963.08,10.742,Active,2024-12-12,2027-12-12
LOAN001505,CUS006133,INS000002,Personal,117255.22,13783.64,7.586,Active,2021-09-11,2026-09-11
