ticket_id,customer_id,institution_id,issue_category,priority,status,created_date,resolved_date
TKT001158,CUS002071,INS000005,Payment Issue,Medium,Resolved,2024-11-08,2024-11-12
TKT001159,CUS000500,INS000001,Transaction Issue,Medium,Resolved,2025-01-31,2025-02-03
TKT001160,CUS000090,INS000003,Payment Issue,Medium,In Progress,2024-11-08,
TKT001161,CUS002171,INS000002,Transaction Issue,Medium,Resolved,2026-06-20,2026-06-23
TKT001162,CUS006783,INS000004,Technical Issue,Medium,Closed,2024-12-17,2024-12-19
TKT001163,CUS002046,INS000004,Fraud Report,Medium,In Progress,2025-09-01,
TKT001164,CUS007584,INS000003,Fraud Report,Low,Open,2025-10-20,
TKT001165,CUS004819,INS000005,Fraud Report,Low,Closed,2025-04-01,2025-04-03
TKT001166,CUS006434,INS000005,Technical Issue,Critical,Open,2026-03-31,
TKT001167,CUS003056,INS000002,Technical Issue,Low,Open,2026-06-04,
TKT001168,CUS003649,INS000005,Fraud Report,Low,Resolved,2026-07-15,2026-07-22
TKT001169,CUS006606,INS000005,Payment Issue,Low,Resolved,2025-07-12,2025-07-16
TKT001170,CUS006074,INS000001,Payment Issue,Low,Resolved,2025-09-02,2025-09-05
TKT001171,CUS006436,INS000004,Card Issue,Low,Resolved,2026-06-07,2026-06-12
TKT001172,CUS002132,INS000001,Fraud Report,Low,Closed,2026-06-22,2026-06-29
TKT001173,CUS004794,INS000001,Fraud Report,Low,Open,2024-12-11,
TKT001174,CUS008109,INS000003,Account Issue,Low,Closed,2025-02-11,2025-02-14
TKT001175,CUS009109,INS000005,Technical Issue,Low,Resolved,2026-05-04,2026-05-08
TKT001176,CUS001150,INS000004,Technical Issue,Low,Resolved,2026-01-02,2026-01-04
TKT001177,CUS007461,INS000004,Card Issue,Low,Resolved,2026-05-13,2026-05-16
TKT001178,CUS003119,INS000003,Fraud Report,High,Resolved,2026-06-24,2026-06-27
TKT001179,CUS002950,INS000002,Card Issue,High,In Progress,2025-08-22,
TKT001180,CUS001346,INS000004,Payment Issue,Low,Resolved,2026-02-03,2026-02-05
TKT001181,CUS000696,INS000002,Payment Issue,Low,Open,2025-02-27,
TKT001182,CUS006808,INS000002,Payment Issue,Medium,Closed,2026-07-31,2026-08-05
TKT001183,CUS008995,INS000005,Loan Query,Medium,Closed,2026-06-23,2026-06-25
TKT001184,CUS008355,INS000001,Loan Query,Medium,Open,2026-01-08,
TKT001185,CUS008928,INS000005,Card Issue,Low,Closed,2025-10-01,2025-10-06
TKT001186,CUS003627,INS000003,Loan Query,Medium,Resolved,2026-01-10,2026-01-14
TKT001187,CUS008109,INS000003,Technical Issue,Low,Resolved,2026-02-27,2026-03-05
TKT001188,CUS006504,INS000005,Account Issue,Medium,Resolved,2025-05-19,2025-05-25
TKT001189,CUS005090,INS000004,Technical Issue,Medium,In Progress,2026-03-20,
TKT001190,CUS009304,INS000004,Payment Issue,Low,Open,2026-07-26,
TKT001191,CUS009189,INS000004,Card Issue,High,Resolved,2026-07-09,2026-07-15
TKT001192,CUS000807,INS000003,Technical Issue,Low,Closed,2025-08-26,2025-09-02
TKT001193,CUS000382,INS000005,Transaction Issue,Low,Resolved,2026-06-02,2026-06-04
TKT001194,CUS001271,INS000001,Card Issue,Medium,Closed,2025-11-16,2025-11-20
TKT001195,CUS004102,INS000004,Fraud Report,Medium,Closed,2026-02-21,2026-02-26
TKT001196,CUS002821,INS000005,Account Issue,Medium,Closed,2025-08-07,2025-08-14
TKT001197,CUS008804,INS000002,Card Issue,Low,Resolved,2025-11-05,2025-11-07
TKT001198,CUS004084,INS000005,Payment Issue,Low,Resolved,2025-09-07,2025-09-08
TKT001199,CUS009644,INS000005,Payment Issue,Low,Resolved,2026-07-05,2026-07-11
TKT001200,CUS007152,INS000004,Payment Issue,Low,Resolved,2025-03-07,2025-03-12
TKT001201,CUS007727,INS000002,Loan Query,Low,Closed,2025-06-20,2025-06-23
TKT001202,CUS009966,INS000001,Fraud Report,Medium,Resolved,2025-05-18,2025-05-24
TKT001203,CUS001481,INS000002,Account Issue,Low,Closed,2025-06-24,2025-06-25
TKT001204,CUS000790,INS000001,Fraud Report,Medium,Resolved,2025-06-22,2025-06-25
TKT001205,CUS007505,INS000002,Transaction Issue,Low,Closed,2024-09-24,2024-09-25
TKT001206,CUS008700,INS000005,Transaction Issue,Low,Resolved,2024-08-16,2024-08-23
TKT001207,CUS000751,INS000004,Account Issue,High,Resolved,2026-05-14,2026-05-17
TKT001208,CUS005281,INS000003,Technical Issue,Low,Resolved,2024-08-24,2024-08-28
TKT001209,CUS009029,INS000003,Card Issue,High,Resolved,2026-02-07,2026-02-09
TKT001210,CUS007562,INS000003,Card Issue,High,Resolved,2024-10-25,2024-10-28
TKT001211,CUS009277,INS000001,Technical Issue,Medium,Closed,2025-10-10,2025-10-15
TKT001212,CUS003164,INS000001,Payment Issue,Medium,Resolved,2024-08-28,2024-08-31
TKT001213,CUS005475,INS000005,Payment Issue,Medium,Resolved,2025-06-16,2025-06-21
TKT001214,CUS006823,INS000005,Technical Issue,Critical,Closed,2025-08-09,2025-08-10
TKT001215,CUS001668,INS000005,Transaction Issue,Low,Resolved,2025-07-13,2025-07-15
TKT001216,CUS007104,INS000002,Technical Issue,Medium,Resolved,2025-12-12,2025-12-19
TKT001217,CUS003746,INS000003,Transaction Issue,Low,Resolved,2025-12-07,2025-12-09
TKT001218,CUS004389,INS000003,Account Issue,Low,Resolved,2025-01-05,2025-01-07
TKT001219,CUS005212,INS000003,Card Issue,Low,Open,2025-04-01,
TKT001220,CUS000544,INS000004,Payment Issue,Medium,Open,2025-12-14,
TKT001221,CUS003469,INS000001,Loan Query,Medium,Resolved,2025-02-06,2025-02-07
TKT001222,CUS000240,INS000005,Card Issue,Medium,Closed,2025-06-22,2025-06-23
TKT001223,CUS001629,INS000005,Card Issue,Medium,Resolved,2026-04-10,2026-04-11
TKT001224,CUS009934,INS000003,Fraud Report,Low,Closed,2024-10-04,2024-10-10
TKT001225,CUS007165,INS000005,Payment Issue,Medium,Resolved,2026-06-21,2026-06-28
TKT001226,CUS007928,INS000001,Card Issue,Low,Closed,2025-12-23,2025-12-28
TKT001227,CUS000860,INS000003,Card Issue,Low,Resolved,2026-03-16,2026-03-20
TKT001228,CUS006530,INS000001,Payment Issue,Low,In Progress,2025-12-08,
TKT001229,CUS002162,INS000005,Transaction Issue,Low,Resolved,2024-11-11,2024-11-12
TKT001230,CUS004197,INS000003,Account Issue,Medium,Closed,2024-10-27,2024-11-02
TKT001231,CUS001613,INS000001,Transaction Issue,Low,Resolved,2025-08-26,2025-09-02
TKT001232,CUS000845,INS000005,Account Issue,High,Open,2024-10-05,
TKT001233,CUS008878,INS000004,Payment Issue,Low,Resolved,2025-04-19,2025-04-20
TKT001234,CUS000314,INS000001,Payment Issue,Low,Closed,2024-12-20,2024-12-22
TKT001235,CUS000542,INS000002,Loan Query,Medium,Resolved,2025-07-09,2025-07-10
TKT001236,CUS002204,INS000005,Card Issue,Medium,Closed,2024-10-24,2024-10-30
TKT001237,CUS002881,INS000003,Transaction Issue,Critical,Resolved,2024-10-03,2024-10-04
TKT001238,CUS006007,INS000001,Loan Query,Medium,Resolved,2025-10-04,2025-10-07
TKT001239,CUS009953,INS000005,Payment Issue,Low,Resolved,2025-02-27,2025-03-05
TKT001240,CUS001478,INS000005,Loan Query,High,Closed,2025-05-30,2025-06-02
TKT001241,CUS002229,INS000004,Payment Issue,High,Resolved,2026-03-23,2026-03-28
TKT001242,CUS007629,INS000004,Card Issue,Medium,Open,2024-12-21,
TKT001243,CUS004382,INS000004,Card Issue,Medium,Closed,2026-02-22,2026-02-27
TKT001244,CUS007136,INS000002,Transaction Issue,Low,Closed,2024-11-23,2024-11-27
TKT001245,CUS006290,INS000002,Technical Issue,High,Closed,2026-05-06,2026-05-07
TKT001246,CUS002769,INS000001,Payment Issue,Low,Resolved,2025-10-19,2025-10-21
TKT001247,CUS008617,INS000001,Payment Issue,Medium,Resolved,2025-08-03,2025-08-06
TKT001248,CUS002376,INS000005,Transaction Issue,Medium,Resolved,2025-11-05,2025-11-11
TKT001249,CUS002564,INS000005,Transaction Issue,High,Resolved,2024-12-09,2024-12-16
TKT001250,CUS006694,INS000003,Card Issue,Medium,Closed,2026-02-10,2026-02-13
TKT001251,CUS004992,INS000004,Technical Issue,Low,In Progress,2025-12-05,
TKT001252,CUS007633,INS000002,Account Issue,High,Resolved,2024-12-05,2024-12-10
TKT001253,CUS000626,INS000002,Technical Issue,Medium,Resolved,2024-10-21,2024-10-27
TKT001254,CUS005361,INS000003,Payment Issue,Medium,Resolved,2026-04-04,2026-04-06
TKT001255,CUS000605,INS000003,Account Issue,Medium,In Progress,2024-12-25,
TKT001256,CUS009627,INS000001,Fraud Report,Low,Resolved,2024-11-29,2024-12-03
TKT001257,CUS003518,INS000003,Loan Query,Low,In Progress,2026-04-22,
TKT001258,CUS005597,INS000004,Fraud Report,Medium,Resolved,2026-05-17,2026-05-18
TKT001259,CUS002178,INS000003,Transaction Issue,High,Closed,2025-11-14,2025-11-19
TKT001260,CUS006068,INS000005,Account Issue,Medium,Open,2024-09-22,
TKT001261,CUS001025,INS000001,Transaction Issue,Medium,Closed,2026-04-27,2026-05-02
TKT001262,CUS000638,INS000005,Card Issue,Critical,Resolved,2025-12-18,2025-12-20
TKT001263,CUS000949,INS000005,Transaction Issue,High,Resolved,2026-08-06,2026-08-10
TKT001264,CUS003503,INS000001,Fraud Report,High,Resolved,2026-02-03,2026-02-09
TKT001265,CUS004062,INS000002,Account Issue,High,Resolved,2025-08-05,2025-08-11
TKT001266,CUS000829,INS000002,Card Issue,Medium,Closed,2025-01-14,2025-01-19
TKT001267,CUS009952,INS000001,Account Issue,Medium,Closed,2024-12-20,2024-12-26
TKT001268,CUS004965,INS000001,Fraud Report,Low,Closed,2024-12-17,2024-12-23
TKT001269,CUS008138,INS000004,Transaction Issue,Medium,In Progress,2026-02-21,
TKT001270,CUS003419,INS000004,Loan Query,Low,In Progress,2026-07-19,
TKT001271,CUS002804,INS000001,Technical Issue,Medium,Resolved,2026-03-27,2026-04-03
TKT001272,CUS002636,INS000003,Fraud Report,High,Open,2024-09-28,
TKT001273,CUS005711,INS000004,Card Issue,Low,Closed,2024-10-28,2024-11-04
TKT001274,CUS001552,INS000003,Transaction Issue,Medium,Closed,2025-11-27,2025-12-04
TKT001275,CUS007614,INS000003,Transaction Issue,High,Resolved,2025-06-09,2025-06-13
TKT001276,CUS001985,INS000002,Account Issue,Low,Closed,2024-12-05,2024-12-06
TKT001277,CUS006684,INS000005,Card Issue,Low,Closed,2025-11-23,2025-11-29
TKT001278,CUS006876,INS000004,Card Issue,Medium,Resolved,2025-10-20,2025-10-24
TKT001279,CUS009637,INS000001,Transaction Issue,Medium,Resolved,2025-11-02,2025-11-03
TKT001280,CUS005056,INS000002,Card Issue,Low,Closed,2026-03-16,2026-03-19
TKT001281,CUS003245,INS000005,Payment Issue,Low,Resolved,2026-05-20,2026-05-23
TKT001282,CUS002492,INS000005,Technical Issue,Low,Closed,2025-01-15,2025-01-19
TKT001283,CUS000466,INS000002,Transaction Issue,Low,Resolved,2026-01-04,2026-01-11
TKT001284,CUS000222,INS000001,Account Issue,Medium,Resolved,2024-12-22,2024-12-27
TKT001285,CUS006768,INS000001,Payment Issue,Low,Resolved,2025-10-04,2025-10-08
TKT001286,CUS001017,INS000005,Transaction Issue,Medium,In Progress,2024-09-16,
TKT001287,CUS001133,INS000005,Account Issue,Critical,In Progress,2026-07-04,
TKT001288,CUS009173,INS000003,Account Issue,Medium,Resolved,2025-11-24,2025-11-30
TKT001289,CUS000554,INS000005,Fraud Report,Low,Resolved,2025-03-30,2025-04-05
TKT001290,CUS007778,INS000003,Fraud Report,High,Resolved,2025-11-04,2025-11-07
TKT001291,CUS009111,INS000003,Payment Issue,Medium,Closed,2026-06-26,2026-06-27
TKT001292,CUS003680,INS000002,Card Issue,Critical,Resolved,2025-04-07,2025-04-11
TKT001293,CUS004171,INS000001,Card Issue,High,Resolved,2026-06-18,2026-06-19
TKT001294,CUS007241,INS000002,Card Issue,High,Resolved,2026-03-09,2026-03-13
TKT001295,CUS006107,INS000002,Technical Issue,Medium,Closed,2024-11-03,2024-11-08
TKT001296,CUS003527,INS000004,Payment Issue,Medium,Resolved,2025-04-03,2025-04-04
TKT001297,CUS000197,INS000003,Loan Query,Medium,Resolved,2025-10-15,2025-10-22
TKT001298,CUS009252,INS000005,Card Issue,Low,In Progress,2026-06-01,
TKT001299,CUS001403,INS000005,Transaction Issue,Low,Resolved,2025-01-06,2025-01-08
TKT001300,CUS008327,INS000002,Technical Issue,Low,Resolved,2025-05-08,2025-05-09
TKT001301,CUS002577,INS000004,Card Issue,High,Closed,2025-11-23,2025-11-29
TKT001302,CUS007522,INS000002,Transaction Issue,Low,Closed,2025-04-11,2025-04-14
TKT001303,CUS005740,INS000004,Account Issue,Low,Resolved,2026-05-04,2026-05-08
TKT001304,CUS004066,INS000001,Loan Query,Critical,Resolved,2025-07-10,2025-07-13
TKT001305,CUS006562,INS000003,Payment Issue,High,Closed,2026-05-23,2026-05-26
TKT001306,CUS000532,INS000002,Technical Issue,Low,Resolved,2025-11-17,2025-11-19
TKT001307,CUS006296,INS000004,Transaction Issue,Low,Closed,2026-06-09,2026-06-12
TKT001308,CUS001711,INS000002,Payment Issue,Medium,Closed,2026-06-21,2026-06-28
TKT001309,CUS009128,INS000005,Account Issue,Medium,Open,2025-04-04,
TKT001310,CUS002523,INS000004,Fraud Report,Medium,Open,2025-12-12,
TKT001311,CUS009037,INS000005,Transaction Issue,Low,Closed,2024-09-26,2024-10-01
TKT001312,CUS003772,INS000002,Card Issue,Medium,Closed,2026-02-09,2026-02-16
TKT001313,CUS002007,INS000001,Loan Query,Low,Closed,2025-11-13,2025-11-15
TKT001314,CUS009905,INS000002,Loan Query,Critical,Closed,2024-08-30,2024-09-03
TKT001315,CUS007349,INS000004,Account Issue,High,Closed,2025-09-07,2025-09-10
TKT001316,CUS002060,INS000005,Loan Query,Low,Resolved,2026-03-15,2026-03-17
TKT001317,CUS007995,INS000004,Card Issue,Critical,Resolved,2025-03-02,2025-03-06
TKT001318,CUS009036,INS000001,Technical Issue,Low,In Progress,2025-12-29,
TKT001319,CUS000112,INS000003,Fraud Report,Medium,Resolved,2026-05-09,2026-05-10
TKT001320,CUS005893,INS000002,Fraud Report,High,Resolved,2026-04-19,2026-04-22
TKT001321,CUS005804,INS000001,Technical Issue,Low,In Progress,2025-07-15,
TKT001322,CUS001587,INS000001,Fraud Report,Medium,Closed,2025-03-22,2025-03-23
TKT001323,CUS000739,INS000004,Transaction Issue,Low,Resolved,2025-10-15,2025-10-17
TKT001324,CUS003089,INS000001,Card Issue,Low,Resolved,2025-09-06,2025-09-13
TKT001325,CUS000116,INS000005,Loan Query,Low,Resolved,2026-05-10,2026-05-11
TKT001326,CUS008384,INS000001,Technical Issue,Medium,Resolved,2025-09-17,2025-09-20
TKT001327,CUS006340,INS000001,Card Issue,High,Open,2025-12-18,
TKT001328,CUS002183,INS000004,Payment Issue,Medium,Closed,2026-04-01,2026-04-04
TKT001329,CUS007134,INS000003,Transaction Issue,High,Closed,2025-07-27,2025-08-01
TKT001330,CUS003985,INS000001,Loan Query,High,Closed,2026-04-16,2026-04-17
TKT001331,CUS004690,INS000004,Card Issue,Low,Open,2025-01-02,
TKT001332,CUS002255,INS000002,Technical Issue,Medium,Resolved,2025-11-19,2025-11-22
TKT001333,CUS008562,INS000002,Account Issue,High,Resolved,2025-01-21,2025-01-23
TKT001334,CUS000924,INS000005,Card Issue,Low,Resolved,2025-10-05,2025-10-07
TKT001335,CUS009535,INS000003,Technical Issue,Medium,Closed,2025-06-19,2025-06-26
TKT001336,CUS002413,INS000003,Loan Query,Medium,In Progress,2026-06-04,
TKT001337,CUS003013,INS000001,Payment Issue,Medium,Resolved,2026-06-14,2026-06-18
TKT001338,CUS003800,INS000002,Payment Issue,High,Open,2025-05-17,
TKT001339,CUS000264,INS000001,Fraud Report,Medium,Resolved,2026-05-27,2026-05-30
TKT001340,CUS009500,INS000005,Loan Query,Low,Resolved,2025-04-24,2025-04-28
TKT001341,CUS004765,INS000005,Payment Issue,Medium,Open,2024-10-02,
TKT001342,CUS009552,INS000001,Account Issue,Medium,In Progress,2026-08-04,
TKT001343,CUS006461,INS000003,Transaction Issue,Critical,Closed,2025-10-22,2025-10-29
TKT001344,CUS007546,INS000001,Account Issue,Low,In Progress,2025-11-05,
TKT001345,CUS000289,INS000003,Loan Query,Low,Resolved,2025-11-15,2025-11-22
TKT001346,CUS008621,INS000001,Account Issue,Low,Resolved,2025-05-07,2025-05-09
TKT001347,CUS006367,INS000002,Card Issue,Low,Resolved,2026-07-23,2026-07-26
TKT001348,CUS003239,INS000002,Loan Query,Critical,Closed,2025-08-30,2025-09-05
TKT001349,CUS000349,INS000002,Technical Issue,Medium,In Progress,2024-12-13,
TKT001350,CUS000544,INS000004,Payment Issue,Low,Resolved,2025-11-25,2025-11-26
TKT001351,CUS001985,INS000002,Card Issue,Medium,Resolved,2025-07-29,2025-08-05
TKT001352,CUS006394,INS000001,Loan Query,High,Resolved,2025-09-07,2025-09-11
TKT001353,CUS000863,INS000003,Card Issue,Low,Resolved,2025-03-06,2025-03-13
TKT001354,CUS001828,INS000002,Fraud Report,High,Open,2024-09-26,
TKT001355,CUS003490,INS000004,Loan Query,High,Resolved,2026-04-13,2026-04-17
TKT001356,CUS000928,INS000004,Transaction Issue,Low,Closed,2025-01-15,2025-01-20
TKT001357,CUS002196,INS000004,Account Issue,Medium,Resolved,2024-10-27,2024-11-02
TKT001358,CUS003069,INS000005,Payment Issue,Low,Resolved,2026-03-08,2026-03-10
TKT001359,CUS008386,INS000002,Transaction Issue,Low,Closed,2025-03-18,2025-03-21
TKT001360,CUS008027,INS000004,Transaction Issue,High,Resolved,2026-01-03,2026-01-08
TKT001361,CUS006168,INS000001,Loan Query,Medium,Resolved,2026-04-26,2026-04-27
TKT001362,CUS005276,INS000003,Fraud Report,Low,Resolved,2026-01-11,2026-01-15
TKT001363,CUS000926,INS000003,Transaction Issue,Medium,Closed,2025-01-26,2025-01-30
TKT001364,CUS009144,INS000001,Transaction Issue,Medium,Closed,2025-01-15,2025-01-20
TKT001365,CUS004921,INS000003,Fraud Report,Medium,Open,2026-01-14,
TKT001366,CUS007786,INS000004,Card Issue,Low,Resolved,2024-11-21,2024-11-23
TKT001367,CUS000813,INS000001,Technical Issue,Medium,Resolved,2025-07-26,2025-07-27
TKT001368,CUS008536,INS000001,Fraud Report,High,Resolved,2025-02-21,2025-02-23
TKT001369,CUS007148,INS000002,Transaction Issue,High,Resolved,2025-03-13,2025-03-20
TKT001370,CUS003395,INS000002,Account Issue,Low,In Progress,2026-05-27,
TKT001371,CUS008474,INS000001,Technical Issue,High,Resolved,2024-09-28,2024-09-29
TKT001372,CUS001283,INS000005,Fraud Report,High,In Progress,2025-03-11,
TKT001373,CUS000583,INS000001,Payment Issue,High,Resolved,2025-01-26,2025-01-27
TKT001374,CUS005052,INS000005,Payment Issue,Low,Closed,2026-01-29,2026-02-03
TKT001375,CUS001791,INS000002,Technical Issue,Medium,Resolved,2025-04-01,2025-04-04
TKT001376,CUS008166,INS000002,Payment Issue,Medium,Resolved,2024-09-12,2024-09-19
TKT001377,CUS004048,INS000004,Card Issue,Medium,Resolved,2025-10-19,2025-10-25
TKT001378,CUS007612,INS000005,Payment Issue,High,Resolved,2024-10-27,2024-10-31
TKT001379,CUS000299,INS000004,Transaction Issue,Medium,In Progress,2025-12-10,
TKT001380,CUS004709,INS000004,Transaction Issue,High,Resolved,2026-02-18,2026-02-23
TKT001381,CUS003134,INS000004,Payment Issue,Medium,Resolved,2024-10-05,2024-10-09
TKT001382,CUS001799,INS000001,Payment Issue,Low,Resolved,2025-10-18,2025-10-21
TKT001383,CUS006168,INS000001,Account Issue,Medium,In Progress,2025-01-30,
TKT001384,CUS003457,INS000004,Loan Query,Low,Closed,2025-11-28,2025-12-01
TKT001385,CUS009872,INS000004,Payment Issue,Medium,Resolved,2025-09-21,2025-09-23
TKT001386,CUS007985,INS000004,Account Issue,High,Resolved,2025-01-14,2025-01-21
TKT001387,CUS009681,INS000003,Account Issue,Low,Closed,2025-07-05,2025-07-08
TKT001388,CUS004569,INS000005,Fraud Report,Low,Closed,2026-03-08,2026-03-14
TKT001389,CUS007840,INS000002,Payment Issue,Low,Resolved,2025-05-02,2025-05-06
TKT001390,CUS008208,INS000002,Payment Issue,Medium,Resolved,2025-11-23,2025-11-24
TKT001391,CUS001939,INS000004,Fraud Report,Low,Resolved,2026-03-21,2026-03-25
TKT001392,CUS005343,INS000001,Loan Query,Low,In Progress,2025-03-29,
TKT001393,CUS000773,INS000004,Fraud Report,Low,In Progress,2024-09-25,
TKT001394,CUS007726,INS000002,Transaction Issue,High,Resolved,2026-05-30,2026-06-04
TKT001395,CUS009539,INS000005,Card Issue,Medium,Closed,2025-11-17,2025-11-22
TKT001396,CUS009774,INS000005,Technical Issue,Low,Open,2026-02-01,
TKT001397,CUS003601,INS000004,Transaction Issue,High,Closed,2026-05-26,2026-06-02
TKT001398,CUS005584,INS000003,Card Issue,Low,Open,2025-08-19,
TKT001399,CUS003391,INS000002,Payment Issue,Medium,Resolved,2024-10-24,2024-10-25
TKT001400,CUS009450,INS000001,Payment Issue,Low,Closed,2026-02-02,2026-02-09
TKT001401,CUS003256,INS000005,Transaction Issue,Low,Open,2025-06-29,
TKT001402,CUS008581,INS000004,Technical Issue,High,In Progress,2026-07-06,
TKT001403,CUS002377,INS000004,Transaction Issue,Medium,In Progress,2024-08-22,
TKT001404,CUS004105,INS000002,Technical Issue,High,Resolved,2025-10-08,2025-10-10
TKT001405,CUS003822,INS000003,Transaction Issue,Low,Resolved,2025-10-17,2025-10-21
TKT001406,CUS005726,INS000002,Loan Query,Medium,Closed,2025-12-27,2025-12-31
TKT001407,CUS005331,INS000001,Loan Query,Medium,Resolved,2025-07-28,2025-07-30
TKT001408,CUS006866,INS000004,Technical Issue,Low,Resolved,2024-08-08,2024-08-12
TKT001409,CUS006422,INS000005,Transaction Issue,High,Resolved,2025-04-10,2025-04-11
TKT001410,CUS003590,INS000004,Payment Issue,Low,Closed,2025-12-10,2025-12-14
TKT001411,CUS006714,INS000001,Card Issue,Medium,Resolved,2025-06-01,2025-06-07
TKT001412,CUS004179,INS000002,Transaction Issue,High,In Progress,2026-03-24,
TKT001413,CUS003559,INS000001,Transaction Issue,Low,Closed,2025-10-15,2025-10-17
TKT001414,CUS002418,INS000004,Card Issue,High,Closed,2024-12-07,2024-12-08
TKT001415,CUS002647,INS000001,Payment Issue,Low,In Progress,2025-04-06,
TKT001416,CUS009410,INS000001,Account Issue,Low,Closed,2025-11-17,2025-11-23
TKT001417,CUS002869,INS000002,Account Issue,Low,Closed,2024-08-20,2024-08-23
TKT001418,CUS005638,INS000005,Account Issue,High,In Progress,2025-11-03,
TKT001419,CUS002304,INS000001,Account Issue,Low,Closed,2025-01-12,2025-01-15
TKT001420,CUS008683,INS000004,Card Issue,Low,Resolved,2024-09-26,2024-10-01
